Date,Tweets,ID,Source,Likes,RTs,Length
2018-10-02 16:28:25,@KimLaCapria You can find the Sephora Collection-Waterproof Triple Action Cleansing Water + Oil on… https://t.co/0DuSOHE1hj,1047161391474302976,Lithium Tech.,0,0,123
2018-10-02 16:19:20,"@rachyntheniners We apologize, it appears that the GDY is not available on https://t.co/xcM4Fl0jCa.",1047159105754869760,Lithium Tech.,0,0,99
2018-10-02 16:13:22,@rachyntheniners Hi there! Did you try searching with the search bar?,1047157604374302720,Lithium Tech.,0,0,69
2018-10-02 16:12:38,🌶️ New picks spicing up the Rewards Bazaar every Tuesday and Thursday: https://t.co/JQcQk8xF8m https://t.co/shOtusRnT8,1047157417589399552,Twitter Web Client,79,10,118
2018-10-02 16:11:41,"@iamthrone Regretfully, we don't have estimated restock dates for these items, at this time. But please be sure to… https://t.co/zETwxuEMz5",1047157179944300545,Lithium Tech.,0,0,139
2018-10-02 15:28:04,@esalazaar_ We're sorry to hear this!  We'll forward your feedback to the appropriate department for consideration.,1047146203480117248,Lithium Tech.,0,0,115
2018-10-02 15:13:32,@ohcalamityx We recommend contacting your local Sephora store for more information on in-store availability. Thanks!,1047142546911031296,Lithium Tech.,1,0,116
2018-10-02 14:59:02,@iamthrone Can you please reply with the exact name of this lip gloss so we can look into this for you? Thanks!,1047138898067898370,Lithium Tech.,0,0,111
2018-10-02 14:55:24,@iamthrone Some of our clear lip glosses can be found here &gt; https://t.co/81XysrudjE,1047137980236804096,Lithium Tech.,0,0,87
2018-10-02 14:49:40,"@veryhighlybad For more information, we suggest contacting your local Sephora store and request to speak with a Store Director. Thanks!",1047136540667797504,Lithium Tech.,2,0,135
2018-10-02 14:31:21,"@gabbycoomer We're sorry to hear that! Please note, substitutions will be made for out-of-stock samples. If your sa… https://t.co/3VRpeu2e6M",1047131928543936512,Lithium Tech.,0,0,140
2018-10-02 14:30:37,"@iseepinkelefnts At this time, we are only able to handle inquiries for our U.S. and Canadian websites. Please visi… https://t.co/usXkt7UDch",1047131746041393153,Lithium Tech.,0,0,140
2018-10-02 14:24:03,@iseepinkelefnts You are welcome to send them an email here &gt; https://t.co/XCxPr5SXUT You may also right click anyw… https://t.co/ql67B73qiz,1047130091661090817,Lithium Tech.,0,0,143
2018-10-02 14:21:42,"@iseepinkelefnts We're sorry to hear that! For further assistance, please contact Sephora France directly here &gt;… https://t.co/jGmcYfi0AJ",1047129499664437248,Lithium Tech.,0,0,140
2018-10-02 14:09:34,"@Celiacandthe6ix If you are referring to the personal one-on-one service, this is not free for Rouge members, at this time.",1047126449059033089,Lithium Tech.,0,0,123
2018-10-02 13:33:27,"@Kabelo_Mpe While we do not currently have any stores in South Africa, we are excited to let you know that there ar… https://t.co/DEcPOqQL0o",1047117360778207232,Lithium Tech.,1,1,140
2018-10-02 13:32:15,"@CharMawdsley Due to recently enacted data privacy regulations, Sephora clients in the UK and Netherlands will now… https://t.co/MN2Huaw55Y",1047117055986520064,Lithium Tech.,0,0,139
2018-10-02 13:01:51,@JuneAstaMarie Oh no! Please send us a DM with your registered email address and the store you usually shop at so w… https://t.co/RqZJL2a8d9,1047109406083567616,Lithium Tech.,0,0,140
2018-10-02 12:57:10,@alexisthebb We're sorry to hear that and thank you for bringing this to our attention! We will forward this to our… https://t.co/QW9IiLf8TR,1047108226020401153,Lithium Tech.,1,0,140
2018-10-02 12:55:29,@_michellewest We're sorry we're unable to modify an order once it has been placed. But we may be able to cancel it… https://t.co/KxG8P4M2U0,1047107805931401216,Lithium Tech.,0,0,140
2018-10-02 02:20:43,"@allie_denton Hi there! We're sorry to hear this. If any assistance is needed with an order, we invite the purchase… https://t.co/aNQjvtSaLx",1046948060734009344,Lithium Tech.,0,0,140
2018-10-02 02:14:41,"@Urbanbeauty227 Hi there, we are sorry to hear this and we appreciate your feedback. If there are any issues with a… https://t.co/ykvb3NncrC",1046946540697182208,Lithium Tech.,0,0,140
2018-10-02 02:00:24,@tinyumji Hi there! Please send us a DM with your order number so we may take a look further. Thank you!,1046942947353145345,Lithium Tech.,0,0,104
2018-10-02 01:45:22,"@Urbanbeauty227 Hi there, we're sorry to hear this and we appreciate your feedback. Please refer to the print out y… https://t.co/QJ3TuCJQZX",1046939163252076550,Lithium Tech.,0,0,140
2018-10-02 01:41:51,"@TheMegnar Hi there, we invite you to share your inquiry with us via DM. Thank you!",1046938278258126848,Lithium Tech.,0,0,83
2018-10-02 00:51:01,"@illybels Sorry to hear that! If you need assistance with an order, please DM us your order number so we can help. https://t.co/nnX84ITi85",1046925486595563520,Lithium Tech.,0,0,138
2018-10-01 23:59:40,@_lindaaaxo Hi there! Please send us a DM with the email address on your account and your phone number so we can help!,1046912564293132288,Lithium Tech.,1,0,118
2018-10-01 23:42:33,"@CyndyPan We're sorry that your package arrived in that condition! If anything inside is damaged, please send us a DM!",1046908254427598848,Lithium Tech.,0,0,118
2018-10-01 23:28:05,@alexiacapitina We're sorry to hear that! Please send us a DM with your order number so we can further assist.,1046904614363181056,Lithium Tech.,0,0,110
